timestamp,kind,kernel_kind,load,attempt,vm_id,firecracker_pid,interval_s,event,count,enabled,running
2026-05-13T23:18:20+00:00,minimal,stock,idle,3,vm-2267946-1778714298650,2267951,2.003224210,cache-misses,,0,100.00
2026-05-13T23:18:20+00:00,minimal,stock,idle,3,vm-2267946-1778714298650,2267951,2.003552570,dTLB-load-misses,,0,100.00
2026-05-13T23:18:20+00:00,minimal,stock,idle,3,vm-2267946-1778714298650,2267951,2.003552570,iTLB-load-misses,,0,100.00
2026-05-13T23:18:20+00:00,minimal,stock,idle,3,vm-2267946-1778714298650,2267951,2.003552570,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.100115214,dTLB-load-misses,11594,100429611,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.100115214,iTLB-load-misses,391,100421566,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.100115214,cache-misses,73147,100413751,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.200290320,dTLB-load-misses,9458,100165356,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.200290320,iTLB-load-misses,124,100166759,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.200290320,cache-misses,62816,100167751,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.300451711,dTLB-load-misses,10321,83091269,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.300451711,iTLB-load-misses,358,83084596,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.300451711,cache-misses,73818,83079286,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.400610377,dTLB-load-misses,839,15001092,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.400610377,iTLB-load-misses,136,15001092,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.400610377,cache-misses,10946,15001092,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.500757821,dTLB-load-misses,2867,45726780,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.500757821,iTLB-load-misses,283,45726780,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.500757821,cache-misses,31053,45726780,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.600899947,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.600899947,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.600899947,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.701043323,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.701043323,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.701043323,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.801178205,dTLB-load-misses,0,50955,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.801178205,iTLB-load-misses,0,50955,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.801178205,cache-misses,0,50955,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.901319757,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.901319757,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,0.901319757,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.001454748,dTLB-load-misses,5766,71195470,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.001454748,iTLB-load-misses,1067,71200610,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.001454748,cache-misses,108528,71205098,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.101593666,dTLB-load-misses,7372,53254582,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.101593666,iTLB-load-misses,1453,53254882,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.101593666,cache-misses,131456,53255624,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.201746541,dTLB-load-misses,73,2664477,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.201746541,iTLB-load-misses,52,2659037,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.201746541,cache-misses,1212,2653807,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.301895499,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.301895499,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.301895499,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.402050297,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.402050297,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.402050297,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.502202501,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.502202501,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.502202501,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.602290402,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.602290402,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.602290402,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.702418039,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.702418039,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.702418039,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.802555205,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.802555205,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.802555205,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.902697289,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.902697289,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,1.902697289,cache-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,2.002849042,dTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,2.002849042,iTLB-load-misses,,0,100.00
2026-05-13T23:18:22+00:00,minimal,stock,idle,4,vm-2268090-1778714300908,2268095,2.002849042,cache-misses,,0,100.00
